Frage;Antwort;FalscheAntwort1;FalscheAntwort2;FalscheAntwort3
Was ist eine Session?;Eine Session bezeichnet einen zusammengehörigen Interaktionszeitraum zwischen Client und Server.;Eine Session versteckt einen zusammengehörigen Interaktionszeitraum zwischen Client und Server.;Eine Session bezeichnet nicht einen zusammengehörigen Interaktionszeitraum zwischen Client und Server.;Eine Session bezeichnet einen zusammengehörigen Interaktionszeitraum zwischen Client oder Server.
Was ist TLS?;TLS schützt die Kommunikation durch Verschlüsselung, Integritätsschutz und Serverauthentifizierung.;TLS schützt die Kommunikation durch Verschlüsselung, Integritätsschutz und Clientauthentifizierung.;TLS schützt die Kommunikation durch Verschlüsselung, Integritätsschutz oder Serverauthentifizierung.;TLS schützt die Kommunikation durch Verschlüsselung nicht, Integritätsschutz und Serverauthentifizierung.
Was ist JSON?;JSON ist ein textbasiertes Datenformat zur strukturierten Darstellung und Übertragung von Daten.;JSON ist nicht ein textbasiertes Datenformat zur strukturierten Darstellung und Übertragung von Daten.;JSON ist ein textbasiertes Datenformat zur strukturierten Darstellung oder Übertragung von Daten.;JSON ist ausschließlich ein textbasiertes Datenformat zur strukturierten Darstellung und Übertragung von Daten.
Was ist das DOM?;Das Document Object Model stellt ein HTML-Dokument als hierarchische Objektstruktur dar, die per Skript verändert werden kann.;Das Document Object Model löscht ein HTML-Dokument als hierarchische Objektstruktur dar, die per Skript verändert werden kann.;Das Document Object Model stellt nicht ein HTML-Dokument als hierarchische Objektstruktur dar, die per Skript verändert werden kann.;Das Document Object Model stellt ein HTML-Dokument als hierarchische Objektstruktur dar, die per Skript verändert werden nicht kann.
Was ist HTTP?;HTTP ist ein zustandsloses Anwendungsprotokoll zur Übertragung von Webressourcen zwischen Client und Server.;HTTPS ist ein zustandsloses Anwendungsprotokoll zur Übertragung von Webressourcen zwischen Client und Server.;HTTP ist nicht ein zustandsloses Anwendungsprotokoll zur Übertragung von Webressourcen zwischen Client und Server.;HTTP ist ein zustandsloses Anwendungsprotokoll zur Übertragung von Webressourcen zwischen Client oder Server.
Was ist HTTPS?;HTTPS ist HTTP über eine durch TLS geschützte Verbindung und bietet Verschlüsselung, Integritätsschutz und Serverauthentifizierung.;HTTPS ist HTTP über eine durch TLS geschützte Verbindung und bietet Verschlüsselung, Integritätsschutz und Clientauthentifizierung.;HTTPS ist nicht HTTP über eine durch TLS geschützte Verbindung und bietet Verschlüsselung, Integritätsschutz und Serverauthentifizierung.;HTTPS ist HTTP über eine durch TLS geschützte Verbindung oder bietet Verschlüsselung, Integritätsschutz und Serverauthentifizierung.
Was ist ein HTTP-Header?;Ein HTTP-Header enthält Metadaten zur Anfrage oder Antwort, beispielsweise Content-Type, Authorization oder Cache-Control.;Ein HTTPS-Header enthält Metadaten zur Anfrage oder Antwort, beispielsweise Content-Type, Authorization oder Cache-Control.;Ein HTTP-Header enthält keine Metadaten zur Anfrage oder Antwort, beispielsweise Content-Type, Authorization oder Cache-Control.;Ein HTTP-Header enthält nicht Metadaten zur Anfrage oder Antwort, beispielsweise Content-Type, Authorization oder Cache-Control.
Was ist Content-Type?;Der Content-Type gibt den Medientyp des übertragenen Inhalts an, beispielsweise text/html oder application/json.;Der Content-Type gibt den Medientyp des übertragenen Inhalts an, beispielsweise text/html und application/json.;Der Content-Type gibt den Medientyp des übertragenen Inhalts an nicht, beispielsweise text/html oder application/json.;Der Content-Type gibt den Medientyp des übertragenen Inhalts an, beispielsweise text/html oder application/json nicht.
Was ist eine HTTP-Session?;Eine Session ordnet mehrere Anfragen desselben Benutzers einem zusammengehörigen Sitzungszustand zu.;Eine Session ordnet mehrere Anfragen desselben Benutzers einem zusammengehörigen Sitzungszustand zu nicht.;Kein Session ordnet mehrere Anfragen desselben Benutzers einem zusammengehörigen Sitzungszustand zu.;Eine nicht-Session ordnet mehrere Anfragen desselben Benutzers einem zusammengehörigen Sitzungszustand zu.
Was ist Local Storage?;Local Storage ist ein browserseitiger Speicher für Schlüssel-Wert-Daten, die grundsätzlich über Sitzungen hinweg erhalten bleiben.;Local Storage ist nicht ein browserseitiger Speicher für Schlüssel-Wert-Daten, die grundsätzlich über Sitzungen hinweg erhalten bleiben.;Local Storage ist ausschließlich ein browserseitiger Speicher für Schlüssel-Wert-Daten, die grundsätzlich über Sitzungen hinweg erhalten bleiben.;Local Storage ist ein browserseitiger Speicher für Schlüssel-Wert-Daten nicht, die grundsätzlich über Sitzungen hinweg erhalten bleiben.
Was ist XML?;XML ist eine textbasierte Auszeichnungssprache zur strukturierten Darstellung hierarchischer Daten.;XML ist nicht eine textbasierte Auszeichnungssprache zur strukturierten Darstellung hierarchischer Daten.;XML ist ausschließlich eine textbasierte Auszeichnungssprache zur strukturierten Darstellung hierarchischer Daten.;XML ist eine textbasierte Auszeichnungssprache zur strukturierten Darstellung hierarchischer Daten nicht.
Was ist CORS?;Cross-Origin Resource Sharing ist ein Browsermechanismus, der per HTTP-Headern festlegt, welche Cross-Origin-Anfragen erlaubt sind.;Cross-Origin Resource Sharing ist ein Browsermechanismus, der per HTTPS-Headern festlegt, welche Cross-Origin-Anfragen erlaubt sind.;Cross-Origin Resource Sharing ist ein Browsermechanismus, der per HTTP-Headern festlegt, welche Cross-Origin-Anfragen verbietet sind.;Cross-Origin Resource Sharing ist nicht ein Browsermechanismus, der per HTTP-Headern festlegt, welche Cross-Origin-Anfragen erlaubt sind.
Was ist CSP?;Content Security Policy ist eine HTTP-Sicherheitsrichtlinie, die festlegt, aus welchen Quellen Browser beispielsweise Skripte laden oder Inhalte ausführen dürfen.;Content Security Policy ist eine HTTPS-Sicherheitsrichtlinie, die festlegt, aus welchen Quellen Browser beispielsweise Skripte laden oder Inhalte ausführen dürfen.;Content Security Policy ist nicht eine HTTP-Sicherheitsrichtlinie, die festlegt, aus welchen Quellen Browser beispielsweise Skripte laden oder Inhalte ausführen dürfen.;Content Security Policy ist eine HTTP-Sicherheitsrichtlinie, die festlegt, aus welchen Quellen Browser beispielsweise Skripte laden und Inhalte ausführen dürfen.
Was ist XSS?;Cross-Site Scripting ist das Einschleusen von Skriptcode in Webinhalte, sodass dieser im Browser eines Opfers ausgeführt werden kann.;Cross-Site Scripting ist nicht das Einschleusen von Skriptcode in Webinhalte, sodass dieser im Browser eines Opfers ausgeführt werden kann.;Cross-Site Scripting ist ausschließlich das Einschleusen von Skriptcode in Webinhalte, sodass dieser im Browser eines Opfers ausgeführt werden kann.;Cross-Site Scripting ist das Einschleusen von Skriptcode in Webinhalte nicht, sodass dieser im Browser eines Opfers ausgeführt werden kann.
Was ist CSRF?;Cross-Site Request Forgery ist das Auslösen unerwünschter Anfragen mit den Berechtigungen eines bereits angemeldeten Benutzers.;Cross-Site Request Forgery ist nicht das Auslösen unerwünschter Anfragen mit den Berechtigungen eines bereits angemeldeten Benutzers.;Cross-Site Request Forgery ist ausschließlich das Auslösen unerwünschter Anfragen mit den Berechtigungen eines bereits angemeldeten Benutzers.;Cross-Site Request Forgery ist das Auslösen unerwünschter Anfragen mit den Berechtigungen eines bereits angemeldeten Benutzers nicht.
Was ist SQL Injection bei Webanwendungen?;SQL Injection entsteht, wenn unkontrollierte Benutzereingaben als Bestandteil einer SQL-Anweisung interpretiert werden.;SQL Injection entsteht, wenn unkontrollierte Benutzereingaben als Bestandteil einer SQL-Anweisung interpretiert werden nicht.;SQL Injection entsteht nicht, wenn unkontrollierte Benutzereingaben als Bestandteil einer SQL-Anweisung interpretiert werden.;SQL nicht-Injection entsteht, wenn unkontrollierte Benutzereingaben als Bestandteil einer SQL-Anweisung interpretiert werden.
Was ist ein Reverse Proxy?;Ein Reverse Proxy nimmt Anfragen von Clients entgegen und leitet sie an interne Web- oder Anwendungsserver weiter.;Ein Reverse Proxy nimmt Anfragen von Servers entgegen und leitet sie an interne Web- oder Anwendungsserver weiter.;Ein Reverse Proxy nimmt Anfragen von Clients entgegen und leitet sie an externe Web- oder Anwendungsserver weiter.;Ein Reverse Proxy nimmt Anfragen von Clients entgegen oder leitet sie an interne Web- oder Anwendungsserver weiter.
Was ist ein Webserver?;Ein Webserver nimmt HTTP-Anfragen entgegen und liefert Webinhalte oder leitet Anfragen an Anwendungen weiter.;Ein Webserver nimmt HTTPS-Anfragen entgegen und liefert Webinhalte oder leitet Anfragen an Anwendungen weiter.;Ein Webserver nimmt HTTP-Anfragen entgegen oder liefert Webinhalte oder leitet Anfragen an Anwendungen weiter.;Ein Webserver nimmt HTTP-Anfragen entgegen und liefert Webinhalte und leitet Anfragen an Anwendungen weiter.
Was ist ein Application Server?;Ein Application Server stellt Laufzeitfunktionen für serverseitige Anwendungen bereit, beispielsweise für Geschäftslogik oder Transaktionen.;Ein Application Client stellt Laufzeitfunktionen für serverseitige Anwendungen bereit, beispielsweise für Geschäftslogik oder Transaktionen.;Ein Application Server löscht Laufzeitfunktionen für serverseitige Anwendungen bereit, beispielsweise für Geschäftslogik oder Transaktionen.;Ein Application Server stellt nicht Laufzeitfunktionen für serverseitige Anwendungen bereit, beispielsweise für Geschäftslogik oder Transaktionen.
Was ist ein CDN?;Ein Content Delivery Network verteilt Inhalte über mehrere geografisch verteilte Knoten, um Zugriffszeiten und Last auf Ursprungsservern zu reduzieren.;Ein Content Delivery Network verteilt Inhalte über mehrere geografisch verteilte Knoten, um Zugriffszeiten oder Last auf Ursprungsservern zu reduzieren.;Ein Content Delivery Network verteilt Inhalte über mehrere geografisch verteilte Knoten nicht, um Zugriffszeiten und Last auf Ursprungsservern zu reduzieren.;Ein Content Delivery Network verteilt Inhalte über mehrere geografisch verteilte Knoten, um Zugriffszeiten und Last auf Ursprungsservern zu reduzieren nicht.
Was bedeutet responsives Webdesign?;Responsives Webdesign passt Layout und Darstellung an unterschiedliche Bildschirmgrößen und Eingabegeräte an.;Responsives Webdesign passt Layout oder Darstellung an unterschiedliche Bildschirmgrößen und Eingabegeräte an.;Responsives Webdesign passt Layout und Darstellung an unterschiedliche Bildschirmgrößen und Eingabegeräte an nicht.;Responsives nicht-Webdesign passt Layout und Darstellung an unterschiedliche Bildschirmgrößen und Eingabegeräte an.
Was ist Frontend?;Das Frontend ist der Teil einer Webanwendung, der überwiegend im Browser des Benutzers ausgeführt und dargestellt wird.;Das Frontend ist nicht der Teil einer Webanwendung, der überwiegend im Browser des Benutzers ausgeführt und dargestellt wird.;Das Frontend ist der Teil einer Webanwendung, der überwiegend im Browser des Benutzers ausgeführt oder dargestellt wird.;Das Frontend ist ausschließlich der Teil einer Webanwendung, der überwiegend im Browser des Benutzers ausgeführt und dargestellt wird.
Was ist Backend?;Das Backend umfasst serverseitige Logik, Datenverarbeitung und den Zugriff auf Datenbanken und andere Dienste.;Das Backend schließt aus serverseitige Logik, Datenverarbeitung und den Zugriff auf Datenbanken und andere Dienste.;Das Backend umfasst serverseitige Logik, Datenverarbeitung oder den Zugriff auf Datenbanken und andere Dienste.;Das Backend umfasst serverseitige Logik nicht, Datenverarbeitung und den Zugriff auf Datenbanken und andere Dienste.
Was ist eine Single Page Application?;Eine SPA lädt zunächst eine Webanwendung und aktualisiert Inhalte danach überwiegend dynamisch, ohne für jede Ansicht ein vollständiges HTML-Dokument neu zu laden.;Eine SPA lädt zunächst eine Webanwendung und aktualisiert Inhalte danach überwiegend statisch, ohne für jede Ansicht ein vollständiges HTML-Dokument neu zu laden.;Eine SPA lädt zunächst eine Webanwendung oder aktualisiert Inhalte danach überwiegend dynamisch, ohne für jede Ansicht ein vollständiges HTML-Dokument neu zu laden.;Eine SPA lädt zunächst eine Webanwendung und aktualisiert Inhalte danach überwiegend dynamisch nicht, ohne für jede Ansicht ein vollständiges HTML-Dokument neu zu laden.
Was ist der HTTP-Status 301?;301 Moved Permanently zeigt an, dass eine Ressource dauerhaft unter einer anderen URL verfügbar ist.;299 Moved Permanently zeigt an, dass eine Ressource dauerhaft unter einer anderen URL verfügbar ist.;300 Moved Permanently zeigt an, dass eine Ressource dauerhaft unter einer anderen URL verfügbar ist.;302 Moved Permanently zeigt an, dass eine Ressource dauerhaft unter einer anderen URL verfügbar ist.
Was ist der HTTP-Status 302?;302 Found zeigt an, dass eine Ressource vorübergehend unter einer anderen URL verfügbar ist.;151 Found zeigt an, dass eine Ressource vorübergehend unter einer anderen URL verfügbar ist.;300 Found zeigt an, dass eine Ressource vorübergehend unter einer anderen URL verfügbar ist.;301 Found zeigt an, dass eine Ressource vorübergehend unter einer anderen URL verfügbar ist.
Was ist der HTTP-Status 401?;401 Unauthorized bedeutet, dass für die angeforderte Ressource eine erfolgreiche Authentifizierung erforderlich ist.;399 Unauthorized bedeutet, dass für die angeforderte Ressource eine erfolgreiche Authentifizierung erforderlich ist.;400 Unauthorized bedeutet, dass für die angeforderte Ressource eine erfolgreiche Authentifizierung erforderlich ist.;402 Unauthorized bedeutet, dass für die angeforderte Ressource eine erfolgreiche Authentifizierung erforderlich ist.
Was ist der HTTP-Status 403?;403 Forbidden bedeutet, dass der Server die Anfrage verstanden hat, den Zugriff aber verweigert.;401 Forbidden bedeutet, dass der Server die Anfrage verstanden hat, den Zugriff aber verweigert.;402 Forbidden bedeutet, dass der Server die Anfrage verstanden hat, den Zugriff aber verweigert.;404 Forbidden bedeutet, dass der Server die Anfrage verstanden hat, den Zugriff aber verweigert.
Was ist der HTTP-Status 503?;503 Service Unavailable bedeutet, dass der Server die Anfrage vorübergehend nicht verarbeiten kann.;501 Service Unavailable bedeutet, dass der Server die Anfrage vorübergehend nicht verarbeiten kann.;502 Service Unavailable bedeutet, dass der Server die Anfrage vorübergehend nicht verarbeiten kann.;504 Service Unavailable bedeutet, dass der Server die Anfrage vorübergehend nicht verarbeiten kann.
Was ist ein TLS-Zertifikat?;Ein TLS-Zertifikat enthält unter anderem den öffentlichen Schlüssel und Identitätsinformationen eines Servers und wird von einer Zertifizierungsstelle signiert.;Ein TLS-Zertifikat enthält unter anderem den öffentlichen Schlüssel und Identitätsinformationen eines Clients und wird von einer Zertifizierungsstelle signiert.;Ein TLS-Zertifikat enthält unter anderem den privaten Schlüssel und Identitätsinformationen eines Servers und wird von einer Zertifizierungsstelle signiert.;Ein TLS-Zertifikat enthält keine unter anderem den öffentlichen Schlüssel und Identitätsinformationen eines Servers und wird von einer Zertifizierungsstelle signiert.
Was ist Browser-Caching?;Browser-Caching speichert Ressourcen lokal, damit sie bei späteren Aufrufen nicht erneut vollständig vom Server geladen werden müssen.;Browser-Caching speichert Ressourcen lokal, damit sie bei späteren Aufrufen nicht erneut vollständig vom Client geladen werden müssen.;Browser-Caching speichert Ressourcen global, damit sie bei späteren Aufrufen nicht erneut vollständig vom Server geladen werden müssen.;Browser-Caching verwirft Ressourcen lokal, damit sie bei späteren Aufrufen nicht erneut vollständig vom Server geladen werden müssen.
Was ist OAuth 2.0?;OAuth 2.0 ist ein Autorisierungsframework, mit dem Anwendungen begrenzten Zugriff auf Ressourcen im Namen eines Benutzers erhalten können.;OAuth 2.0 ist nicht ein Autorisierungsframework, mit dem Anwendungen begrenzten Zugriff auf Ressourcen im Namen eines Benutzers erhalten können.;OAuth 2.0 ist ausschließlich ein Autorisierungsframework, mit dem Anwendungen begrenzten Zugriff auf Ressourcen im Namen eines Benutzers erhalten können.;OAuth 2.0 ist ein Autorisierungsframework nicht, mit dem Anwendungen begrenzten Zugriff auf Ressourcen im Namen eines Benutzers erhalten können.
Was ist MIME-Type?;Ein MIME-Type kennzeichnet die Art des Inhalts einer Ressource, beispielsweise text/css oder image/png.;Ein MIME-Type kennzeichnet die Art des Inhalts einer Ressource, beispielsweise text/css und image/png.;Ein MIME-Type kennzeichnet die Art des Inhalts einer Ressource nicht, beispielsweise text/css oder image/png.;Ein MIME-Type kennzeichnet die Art des Inhalts einer Ressource, beispielsweise text/css oder image/png nicht.
Was ist ein HTTP-Proxy?;Ein HTTP-Proxy vermittelt HTTP-Anfragen zwischen Client und Server und kann dabei beispielsweise filtern oder Inhalte zwischenspeichern.;Ein HTTPS-Proxy vermittelt HTTP-Anfragen zwischen Client und Server und kann dabei beispielsweise filtern oder Inhalte zwischenspeichern.;Ein HTTP-Proxy vermittelt HTTP-Anfragen zwischen Client und Server und kann nicht dabei beispielsweise filtern oder Inhalte zwischenspeichern.;Ein HTTP-Proxy vermittelt HTTP-Anfragen zwischen Client oder Server und kann dabei beispielsweise filtern oder Inhalte zwischenspeichern.
Was ist HTTP Basic Authentication?;HTTP Basic Authentication übermittelt Benutzername und Passwort in Base64-kodierter Form und muss deshalb mit TLS geschützt werden.;HTTP Basic Authentication übermittelt Benutzername und Passwort in Base2-kodierter Form und muss deshalb mit TLS geschützt werden.;HTTP Basic Authentication übermittelt Benutzername und Passwort in Base4-kodierter Form und muss deshalb mit TLS geschützt werden.;HTTP Basic Authentication übermittelt Benutzername und Passwort in Base7-kodierter Form und muss deshalb mit TLS geschützt werden.
Was ist ein REST-Endpunkt?;Ein REST-Endpunkt ist eine erreichbare Ressource beziehungsweise URL, über die eine Web-API Operationen bereitstellt.;Ein REST-Endpunkt ist nicht eine erreichbare Ressource beziehungsweise URL, über die eine Web-API Operationen bereitstellt.;Ein REST-Endpunkt ist ausschließlich eine erreichbare Ressource beziehungsweise URL, über die eine Web-API Operationen bereitstellt.;Ein REST-Endpunkt ist eine erreichbare Ressource beziehungsweise URL nicht, über die eine Web-API Operationen bereitstellt.
Was ist Content Negotiation?;Content Negotiation ermöglicht die Auswahl einer geeigneten Darstellung einer Ressource anhand von Eigenschaften wie Accept oder Accept-Language.;Content Negotiation verhindert die Auswahl einer geeigneten Darstellung einer Ressource anhand von Eigenschaften wie Accept oder Accept-Language.;Content Negotiation ermöglicht nicht die Auswahl einer geeigneten Darstellung einer Ressource anhand von Eigenschaften wie Accept oder Accept-Language.;Content Negotiation ermöglicht die Auswahl einer geeigneten Darstellung einer Ressource anhand von Eigenschaften wie Accept und Accept-Language.
Was ist ETag?;ETag ist ein HTTP-Header, der eine bestimmte Version einer Ressource kennzeichnet und unter anderem für bedingte Anfragen verwendet wird.;ETag ist ein HTTPS-Header, der eine bestimmte Version einer Ressource kennzeichnet und unter anderem für bedingte Anfragen verwendet wird.;ETag ist nicht ein HTTP-Header, der eine bestimmte Version einer Ressource kennzeichnet und unter anderem für bedingte Anfragen verwendet wird.;ETag ist ein HTTP-Header, der eine bestimmte Version einer Ressource kennzeichnet oder unter anderem für bedingte Anfragen verwendet wird.
