Frage;Antwort;FalscheAntwort1;FalscheAntwort2;FalscheAntwort3
Was ist PowerShell?;PowerShell ist eine Befehlszeile und Skriptsprache von Microsoft zur Administration und Automatisierung.;PowerShell ist nicht eine Befehlszeile und Skriptsprache von Microsoft zur Administration und Automatisierung.;PowerShell ist eine Befehlszeile oder Skriptsprache von Microsoft zur Administration und Automatisierung.;PowerShell ist ausschließlich eine Befehlszeile und Skriptsprache von Microsoft zur Administration und Automatisierung.
Was ist systemd?;systemd ist ein System- und Dienstmanager vieler Linux-Distributionen.;systemd ist nicht ein System- und Dienstmanager vieler Linux-Distributionen.;systemd ist ein System- oder Dienstmanager vieler Linux-Distributionen.;systemd ist ausschließlich ein System- und Dienstmanager vieler Linux-Distributionen.
Was ist Prozessplanung?;Prozessplanung bestimmt, welcher Prozess beziehungsweise Thread wann CPU-Zeit erhält.;Prozessplanung bestimmt nicht, welcher Prozess beziehungsweise Thread wann CPU-Zeit erhält.;Prozessplanung bestimmt, welcher Prozess beziehungsweise Thread wann CPU-Zeit erhält nicht.;Prozessplanung nicht-bestimmt, welcher Prozess beziehungsweise Thread wann CPU-Zeit erhält.
Was ist ein Prozesskontext?;Der Prozesskontext enthält unter anderem CPU-Zustand, Speicherinformationen und weitere Daten, die für die Fortsetzung eines Prozesses benötigt werden.;Der Prozesskontext enthält keine unter anderem CPU-Zustand, Speicherinformationen und weitere Daten, die für die Fortsetzung eines Prozesses benötigt werden.;Der Prozesskontext enthält nicht unter anderem CPU-Zustand, Speicherinformationen und weitere Daten, die für die Fortsetzung eines Prozesses benötigt werden.;Der Prozesskontext enthält unter anderem CPU-Zustand, Speicherinformationen oder weitere Daten, die für die Fortsetzung eines Prozesses benötigt werden.
Was ist ein Thread im Vergleich zu einem Prozess?;Threads gehören zu einem Prozess und teilen typischerweise dessen Adressraum, während Prozesse voneinander getrennte Ressourcenbereiche besitzen.;Threads gehören zu einem Prozess oder teilen typischerweise dessen Adressraum, während Prozesse voneinander getrennte Ressourcenbereiche besitzen.;Threads gehören zu einem Prozess und teilen typischerweise dessen Adressraum nicht, während Prozesse voneinander getrennte Ressourcenbereiche besitzen.;Threads gehören zu einem Prozess und teilen typischerweise dessen Adressraum, während Prozesse voneinander getrennte Ressourcenbereiche besitzen nicht.
Was ist ein Deadlock?;Ein Deadlock ist ein Zustand, in dem Prozesse oder Threads dauerhaft aufeinander warten und dadurch nicht fortfahren können.;Ein Deadlock ist nicht ein Zustand, in dem Prozesse oder Threads dauerhaft aufeinander warten und dadurch nicht fortfahren können.;Ein Deadlock ist ein Zustand, in dem Prozesse oder Threads dauerhaft aufeinander warten oder dadurch nicht fortfahren können.;Ein Deadlock ist ein Zustand, in dem Prozesse und Threads dauerhaft aufeinander warten und dadurch nicht fortfahren können.
Was ist Paging?;Paging teilt virtuellen Speicher in gleich große Seiten und physischen Speicher in entsprechende Frames auf.;Paging teilt virtuellen Speicher in gleich große Seiten oder physischen Speicher in entsprechende Frames auf.;Paging teilt virtuellen Speicher in gleich große Seiten und physischen Speicher in entsprechende Frames auf nicht.;Paging nicht-teilt virtuellen Speicher in gleich große Seiten und physischen Speicher in entsprechende Frames auf.
Was ist Swapping beziehungsweise Auslagerung?;Beim Swapping werden Speicherinhalte zwischen Arbeitsspeicher und Datenträger ausgelagert, um RAM für andere Prozesse freizugeben.;Beim Swapping werden Speicherinhalte zwischen Arbeitsspeicher und Datenträger ausgelagert, um ROM für andere Prozesse freizugeben.;Beim Swapping werden nicht Speicherinhalte zwischen Arbeitsspeicher und Datenträger ausgelagert, um RAM für andere Prozesse freizugeben.;Beim Swapping werden Speicherinhalte zwischen Arbeitsspeicher oder Datenträger ausgelagert, um RAM für andere Prozesse freizugeben.
Was ist ein virtueller Adressraum?;Ein virtueller Adressraum ist der vom Prozess verwendete logische Speicherbereich, den das Betriebssystem auf physischen Speicher abbildet.;Ein virtueller Adressraum ist der vom Prozess verwendete logische Speicherbereich, den das Betriebssystem auf virtuellen Speicher abbildet.;Ein virtueller Adressraum ist nicht der vom Prozess verwendete logische Speicherbereich, den das Betriebssystem auf physischen Speicher abbildet.;Ein virtueller Adressraum ist ausschließlich der vom Prozess verwendete logische Speicherbereich, den das Betriebssystem auf physischen Speicher abbildet.
Was ist ein Dateirecht unter Linux?;Dateirechte legen fest, welche Berechtigungen Besitzer, Gruppe und andere Benutzer für eine Datei oder ein Verzeichnis besitzen.;Dateirechte legen fest, welche Berechtigungen Besitzer, Gruppe oder andere Benutzer für eine Datei oder ein Verzeichnis besitzen.;Dateirechte legen fest, welche Berechtigungen Besitzer, Gruppe und andere Benutzer für eine Datei und ein Verzeichnis besitzen.;Dateirechte legen fest nicht, welche Berechtigungen Besitzer, Gruppe und andere Benutzer für eine Datei oder ein Verzeichnis besitzen.
Was macht chown unter Linux?;chown ändert den Besitzer und gegebenenfalls die Gruppe einer Datei oder eines Verzeichnisses.;chown löscht den Besitzer und gegebenenfalls die Gruppe einer Datei oder eines Verzeichnisses.;chown ändert den Besitzer oder gegebenenfalls die Gruppe einer Datei oder eines Verzeichnisses.;chown ändert den Besitzer und gegebenenfalls die Gruppe einer Datei und eines Verzeichnisses.
Was macht sudo unter Linux?;sudo erlaubt berechtigten Benutzern, einzelne Befehle mit den Rechten eines anderen Benutzers, häufig root, auszuführen.;sudo verbietet berechtigten Benutzern, einzelne Befehle mit den Rechten eines anderen Benutzers, häufig root, auszuführen.;sudo erlaubt berechtigten Benutzern nicht, einzelne Befehle mit den Rechten eines anderen Benutzers, häufig root, auszuführen.;sudo erlaubt berechtigten Benutzern, einzelne Befehle mit den Rechten eines anderen Benutzers, häufig root, auszuführen nicht.
Was ist das Root-Konto unter Linux?;root ist das privilegierte Administratorkonto mit weitreichenden Rechten im System.;root ist nicht das privilegierte Administratorkonto mit weitreichenden Rechten im System.;root ist ausschließlich das privilegierte Administratorkonto mit weitreichenden Rechten im System.;root ist das privilegierte Administratorkonto mit weitreichenden Rechten im System nicht.
Was ist ein Mountpoint?;Ein Mountpoint ist ein Verzeichnis, unter dem ein Dateisystem in den Verzeichnisbaum eingebunden wird.;Ein Mountpoint ist nicht ein Verzeichnis, unter dem ein Dateisystem in den Verzeichnisbaum eingebunden wird.;Ein Mountpoint ist ausschließlich ein Verzeichnis, unter dem ein Dateisystem in den Verzeichnisbaum eingebunden wird.;Ein Mountpoint ist ein Verzeichnis nicht, unter dem ein Dateisystem in den Verzeichnisbaum eingebunden wird.
Was ist Journaling bei einem Dateisystem?;Journaling protokolliert bestimmte Änderungen vor ihrer endgültigen Ausführung, damit das Dateisystem nach einem Absturz konsistent wiederhergestellt werden kann.;Journaling protokolliert bestimmte Änderungen vor ihrer endgültigen Ausführung, damit das Dateisystem nach einem Absturz konsistent wiederhergestellt werden nicht kann.;Journaling protokolliert bestimmte Änderungen vor ihrer endgültigen Ausführung nicht, damit das Dateisystem nach einem Absturz konsistent wiederhergestellt werden kann.;Journaling protokolliert bestimmte Änderungen vor ihrer endgültigen Ausführung, damit das Dateisystem nach einem Absturz konsistent wiederhergestellt werden kann nicht.
Was ist ein Gerätetreiber?;Ein Gerätetreiber stellt dem Betriebssystem eine standardisierte Schnittstelle zur Steuerung einer bestimmten Hardwarekomponente bereit.;Ein Gerätetreiber löscht dem Betriebssystem eine standardisierte Schnittstelle zur Steuerung einer bestimmten Hardwarekomponente bereit.;Ein Gerätetreiber stellt nicht dem Betriebssystem eine standardisierte Schnittstelle zur Steuerung einer bestimmten Hardwarekomponente bereit.;Ein Gerätetreiber stellt dem Betriebssystem eine standardisierte Schnittstelle zur Steuerung einer bestimmten Hardwarekomponente bereit nicht.
Was ist Plug and Play?;Plug and Play ermöglicht die automatische Erkennung und Konfiguration kompatibler Hardware durch das Betriebssystem.;Plug and Play verhindert die automatische Erkennung und Konfiguration kompatibler Hardware durch das Betriebssystem.;Plug and Play ermöglicht nicht die automatische Erkennung und Konfiguration kompatibler Hardware durch das Betriebssystem.;Plug and Play ermöglicht die automatische Erkennung oder Konfiguration kompatibler Hardware durch das Betriebssystem.
Was ist ein Systemdienst?;Ein Systemdienst ist ein im Hintergrund laufendes Programm, das Funktionen für Betriebssystem oder Anwendungen bereitstellt.;Ein Systemdienst ist nicht ein im Hintergrund laufendes Programm, das Funktionen für Betriebssystem oder Anwendungen bereitstellt.;Ein Systemdienst ist ein im Hintergrund laufendes Programm, das Funktionen für Betriebssystem und Anwendungen bereitstellt.;Ein Systemdienst ist ausschließlich ein im Hintergrund laufendes Programm, das Funktionen für Betriebssystem oder Anwendungen bereitstellt.
Was ist ein Daemon unter Linux?;Ein Daemon ist ein im Hintergrund laufender Prozess, der dauerhaft oder ereignisbezogen einen Dienst bereitstellt.;Ein Daemon ist nicht ein im Hintergrund laufender Prozess, der dauerhaft oder ereignisbezogen einen Dienst bereitstellt.;Ein Daemon ist ein im Hintergrund laufender Prozess, der dauerhaft und ereignisbezogen einen Dienst bereitstellt.;Ein Daemon ist ausschließlich ein im Hintergrund laufender Prozess, der dauerhaft oder ereignisbezogen einen Dienst bereitstellt.
Was ist journald?;journald ist der Protokolldienst von systemd und sammelt System- und Dienstmeldungen in einem Journal.;journald ist der Protokolldienst von systemd und verwirft System- und Dienstmeldungen in einem Journal.;journald ist nicht der Protokolldienst von systemd und sammelt System- und Dienstmeldungen in einem Journal.;journald ist der Protokolldienst von systemd oder sammelt System- und Dienstmeldungen in einem Journal.
Was macht journalctl?;journalctl liest und filtert Einträge aus dem systemd-Journal.;journalctl liest oder filtert Einträge aus dem systemd-Journal.;journalctl liest und filtert Einträge aus dem systemd-Journal nicht.;journalctl nicht-liest und filtert Einträge aus dem systemd-Journal.
Was ist ein Paketmanager?;Ein Paketmanager installiert, aktualisiert und entfernt Softwarepakete einschließlich ihrer Abhängigkeiten.;Ein Paketmanager installiert, aktualisiert oder entfernt Softwarepakete einschließlich ihrer Abhängigkeiten.;Ein Paketmanager installiert nicht, aktualisiert und entfernt Softwarepakete einschließlich ihrer Abhängigkeiten.;Ein Paketmanager installiert, aktualisiert und entfernt Softwarepakete einschließlich ihrer Abhängigkeiten nicht.
Was ist APT?;APT ist ein Paketverwaltungssystem für Debian-basierte Linux-Distributionen.;APT ist nicht ein Paketverwaltungssystem für Debian-basierte Linux-Distributionen.;APT ist ausschließlich ein Paketverwaltungssystem für Debian-basierte Linux-Distributionen.;APT ist ein Paketverwaltungssystem für Debian-basierte Linux-Distributionen nicht.
Was macht PowerShell?;PowerShell ist eine Befehlszeile und Skriptsprache zur Administration, Automatisierung und Verwaltung von Windows und anderen Systemen.;PowerShell ist nicht eine Befehlszeile und Skriptsprache zur Administration, Automatisierung und Verwaltung von Windows und anderen Systemen.;PowerShell ist eine Befehlszeile oder Skriptsprache zur Administration, Automatisierung und Verwaltung von Windows und anderen Systemen.;PowerShell ist ausschließlich eine Befehlszeile und Skriptsprache zur Administration, Automatisierung und Verwaltung von Windows und anderen Systemen.
Was ist die Windows-Registry?;Die Windows-Registry ist eine hierarchische Konfigurationsdatenbank für Betriebssystem und Anwendungen.;Die Windows-Registry ist nicht eine hierarchische Konfigurationsdatenbank für Betriebssystem und Anwendungen.;Die Windows-Regist nichtry ist eine hierarchische Konfigurationsdatenbank für Betriebssystem und Anwendungen.;Die Windows-Registry ist eine hierarchische Konfigurationsdatenbank für Betriebssystem oder Anwendungen.
Was ist eine Umgebungsvariable?;Eine Umgebungsvariable ist ein Name-Wert-Paar, das Prozesse mit Konfigurationsinformationen versorgen kann.;Eine Umgebungsvariable ist nicht ein Name-Wert-Paar, das Prozesse mit Konfigurationsinformationen versorgen kann.;Eine Umgebungsvariable ist ausschließlich ein Name-Wert-Paar, das Prozesse mit Konfigurationsinformationen versorgen kann.;Eine Umgebungsvariable ist ein Name-Wert-Paar nicht, das Prozesse mit Konfigurationsinformationen versorgen kann.
Was ist ein Bootprozess?;Der Bootprozess umfasst Firmwareinitialisierung, Laden des Bootloaders und Starten des Betriebssystems.;Der Bootprozess schließt aus Firmwareinitialisierung, Laden des Bootloaders und Starten des Betriebssystems.;Der Bootprozess umfasst Firmwareinitialisierung, Laden des Bootloaders oder Starten des Betriebssystems.;Der Bootprozess umfasst Firmwareinitialisierung nicht, Laden des Bootloaders und Starten des Betriebssystems.
Was ist der abgesicherte Modus?;Der abgesicherte Modus startet ein Betriebssystem mit einer eingeschränkten Auswahl an Treibern und Diensten zur Fehlerdiagnose.;Der abgesicherte Modus beendet ein Betriebssystem mit einer eingeschränkten Auswahl an Treibern und Diensten zur Fehlerdiagnose.;Der abgesicherte Modus startet ein Betriebssystem mit einer eingeschränkten Auswahl an Treibern oder Diensten zur Fehlerdiagnose.;Der abgesicherte Modus startet ein Betriebssystem mit einer eingeschränkten Auswahl an Treibern und Diensten zur Fehlerdiagnose nicht.
Was ist eine Shell?;Eine Shell ist ein Programm, das Befehle interpretiert und deren Ausführung ermöglicht.;Eine Shell ist ein Programm, das Befehle interpretiert und deren Ausführung verhindert.;Eine Shell ist nicht ein Programm, das Befehle interpretiert und deren Ausführung ermöglicht.;Eine Shell ist ein Programm, das Befehle interpretiert oder deren Ausführung ermöglicht.
Was ist die Standardausgabe stdout?;stdout ist der Standarddatenstrom, über den ein Programm normale Ausgaben an ein Ziel wie das Terminal schreibt.;stdout ist nicht der Standarddatenstrom, über den ein Programm normale Ausgaben an ein Ziel wie das Terminal schreibt.;stdout ist ausschließlich der Standarddatenstrom, über den ein Programm normale Ausgaben an ein Ziel wie das Terminal schreibt.;stdout ist der Standarddatenstrom nicht, über den ein Programm normale Ausgaben an ein Ziel wie das Terminal schreibt.
Was ist die Standardfehlerausgabe stderr?;stderr ist der Standarddatenstrom für Fehlermeldungen und diagnostische Ausgaben eines Programms.;stderr ist nicht der Standarddatenstrom für Fehlermeldungen und diagnostische Ausgaben eines Programms.;stderr ist der Standarddatenstrom für Fehlermeldungen oder diagnostische Ausgaben eines Programms.;stderr ist ausschließlich der Standarddatenstrom für Fehlermeldungen und diagnostische Ausgaben eines Programms.
Was ist Exit Code 0 unter Unix/Linux?;Der Exit Code 0 zeigt bei üblichen Konventionen an, dass ein Programm erfolgreich beendet wurde.;Der Exit Code 1 zeigt bei üblichen Konventionen an, dass ein Programm erfolgreich beendet wurde.;Der Exit Code 2 zeigt bei üblichen Konventionen an, dass ein Programm erfolgreich beendet wurde.;Der Exit Code 0 zeigt bei üblichen Konventionen an, dass ein Programm erfolgreich startet wurde.
Was ist die Aufgabe der Benutzerverwaltung?;Die Benutzerverwaltung erstellt und verwaltet Konten, Gruppen, Authentifizierungsdaten und Zugriffsrechte.;Die Benutzerverwaltung erstellt und ignoriert Konten, Gruppen, Authentifizierungsdaten und Zugriffsrechte.;Die Benutzerverwaltung erstellt und verwaltet nicht Konten, Gruppen, Authentifizierungsdaten und Zugriffsrechte.;Die Benutzerverwaltung erstellt oder verwaltet Konten, Gruppen, Authentifizierungsdaten und Zugriffsrechte.
Was ist eine ACL?;Eine Access Control List enthält differenzierte Zugriffsregeln für Benutzer oder Gruppen auf Ressourcen.;Eine Access Control List enthält keine differenzierte Zugriffsregeln für Benutzer oder Gruppen auf Ressourcen.;Eine Access Control List enthält nicht differenzierte Zugriffsregeln für Benutzer oder Gruppen auf Ressourcen.;Eine Access Control List enthält differenzierte Zugriffsregeln für Benutzer und Gruppen auf Ressourcen.
Was ist ein Dateideskriptor?;Ein Dateideskriptor ist eine vom Betriebssystem verwaltete Kennung, über die ein Prozess geöffnete Dateien oder andere Ein-/Ausgabeobjekte referenziert.;Ein Dateideskriptor ist nicht eine vom Betriebssystem verwaltete Kennung, über die ein Prozess geöffnete Dateien oder andere Ein-/Ausgabeobjekte referenziert.;Ein Dateideskriptor ist eine vom Betriebssystem verwaltete Kennung, über die ein Prozess geöffnete Dateien und andere Ein-/Ausgabeobjekte referenziert.;Ein Dateideskriptor ist ausschließlich eine vom Betriebssystem verwaltete Kennung, über die ein Prozess geöffnete Dateien oder andere Ein-/Ausgabeobjekte referenziert.
Was ist der Runlevel beziehungsweise Systemzustand?;Ein Runlevel beziehungsweise Systemzustand beschreibt, welche Dienste und Betriebsfunktionen eines Systems aktiv sind.;Ein Runlevel beziehungsweise Systemzustand verschweigt, welche Dienste und Betriebsfunktionen eines Systems aktiv sind.;Ein Runlevel beziehungsweise Systemzustand beschreibt nicht, welche Dienste und Betriebsfunktionen eines Systems aktiv sind.;Ein Runlevel beziehungsweise Systemzustand beschreibt, welche Dienste oder Betriebsfunktionen eines Systems aktiv sind.
Was ist ein Zombie-Prozess?;Ein Zombie-Prozess ist ein bereits beendeter Prozess, dessen Exit-Status noch nicht vom Elternprozess abgeholt wurde.;Ein Zombie-Prozess ist nicht ein bereits beendeter Prozess, dessen Exit-Status noch nicht vom Elternprozess abgeholt wurde.;Ein Zombie-Prozess ist ausschließlich ein bereits beendeter Prozess, dessen Exit-Status noch nicht vom Elternprozess abgeholt wurde.;Ein Zombie-Prozess ist ein bereits beendeter Prozess nicht, dessen Exit-Status noch nicht vom Elternprozess abgeholt wurde.
